Primary_Guest_Name,last_stay,frequency,monetary,avg_nights,n_special_req,cancel_rate,recency_days,R,F,M,RFM_Score,Tier
Guest_248923,2023-08-12,2,25366.61,3.5,1.5,0.0,142,4,5,5,14,VIP
Guest_248926,2023-03-18,1,24538.7,5.0,1.0,0.0,289,3,4,5,12,Lapsed
Guest_248936,2023-11-19,1,8235.4,2.0,1.0,0.0,43,5,4,3,12,Loyal
Guest_248941,2022-10-26,1,3519.2,1.0,0.0,0.0,432,2,4,1,7,At Risk
Guest_248945,2023-02-21,1,17789.04,7.0,2.0,0.0,314,3,4,5,12,Lapsed
Guest_248950,2022-01-19,1,3427.84,1.0,0.0,0.0,712,1,4,1,6,At Risk
Guest_248962,2022-06-06,1,7600.79,2.0,1.0,0.0,574,1,4,3,8,At Risk
Guest_248963,2022-05-28,1,7949.38,2.0,0.0,0.0,583,1,4,3,8,At Risk
Guest_248966,2023-10-16,1,13780.93,4.0,0.0,0.5,77,5,4,4,13,VIP
Guest_248975,2022-09-05,1,3517.04,1.0,1.0,0.0,483,2,4,1,7,At Risk
Guest_248977,2023-12-18,1,15324.24,4.0,0.0,0.0,14,5,4,5,14,VIP
Guest_248986,2022-12-04,1,13448.3,3.0,4.0,0.0,393,3,4,4,11,Lapsed
Guest_248988,2022-06-26,1,21396.57,4.0,2.0,0.0,554,2,4,5,11,At Risk
Guest_248996,2023-12-06,1,15786.62,5.0,1.0,0.0,26,5,4,5,14,VIP
Guest_248999,2022-04-08,1,15283.21,4.0,1.0,0.0,633,1,4,5,10,At Risk
Guest_249004,2022-01-20,1,3540.41,1.0,1.0,0.0,711,1,4,1,6,At Risk
Guest_249021,2023-01-26,1,10581.89,4.0,0.0,0.0,340,3,4,4,11,Lapsed
Guest_249030,2023-05-11,1,19654.02,7.0,2.0,0.0,235,4,4,5,13,VIP
Guest_249037,2023-04-20,1,10625.56,3.0,3.0,0.0,256,4,4,4,12,Loyal
Guest_249038,2022-04-07,1,4432.53,1.0,0.0,0.0,634,1,4,2,7,At Risk
Guest_249045,2022-04-30,1,12740.45,3.0,4.0,0.0,611,1,4,4,9,At Risk
Guest_249053,2023-11-03,1,4714.12,1.0,5.0,0.0,59,5,4,2,11,Loyal
Guest_249058,2022-07-20,1,11810.98,2.0,2.0,0.5,530,2,4,4,10,At Risk
Guest_249083,2023-10-24,1,6912.6,2.0,0.0,0.0,69,5,4,2,11,Loyal
Guest_249088,2022-08-27,1,3902.43,1.0,2.0,0.0,492,2,4,1,7,At Risk
Guest_249096,2023-03-20,1,5583.13,2.0,0.0,0.0,287,3,4,2,9,Lapsed
Guest_249099,2023-10-28,1,14741.44,4.0,1.0,0.0,65,5,4,4,13,VIP
Guest_249115,2022-01-15,1,7505.34,2.0,0.0,0.0,716,1,4,3,8,At Risk
Guest_249118,2023-01-03,1,20413.08,6.0,2.0,0.0,363,3,4,5,12,Lapsed
Guest_249119,2022-07-12,1,6679.5,2.0,1.0,0.0,538,2,4,2,8,At Risk
Guest_249120,2022-10-20,1,10202.51,3.0,0.0,0.0,438,2,4,4,10,At Risk
Guest_249132,2022-12-22,1,3913.73,1.0,0.0,0.0,375,3,4,1,8,Lapsed
Guest_249136,2023-12-24,1,6700.72,1.0,0.0,0.0,8,5,4,2,11,Loyal
Guest_249137,2022-05-02,1,2814.15,1.0,1.0,0.0,609,1,4,1,6,At Risk
Guest_249142,2023-03-21,1,10127.34,3.0,2.0,0.0,286,3,4,4,11,Lapsed
Guest_249151,2023-09-23,1,10523.54,2.0,0.0,0.0,100,5,4,4,13,VIP
Guest_249155,2023-01-16,1,3452.25,1.0,0.0,0.0,350,3,4,1,8,Lapsed
Guest_249179,2022-06-20,1,18493.31,7.0,2.0,0.0,560,1,4,5,10,At Risk
Guest_249184,2022-08-09,1,9697.87,3.0,0.0,0.5,510,2,4,3,9,At Risk
Guest_249191,2022-06-17,1,12003.84,3.0,1.0,0.0,563,1,4,4,9,At Risk
Guest_249192,2023-12-21,1,3576.42,1.0,0.0,0.0,11,5,4,1,10,Loyal
Guest_249193,2022-06-08,1,18360.45,6.0,1.0,0.0,572,1,4,5,10,At Risk
Guest_249194,2022-12-27,1,22641.14,7.0,2.0,0.0,370,3,4,5,12,Lapsed
Guest_249201,2022-07-30,1,7866.81,2.0,1.0,0.5,520,2,4,3,9,At Risk
Guest_249210,2023-06-27,1,3308.19,1.0,1.0,0.0,188,4,4,1,9,Loyal
Guest_249221,2022-07-31,1,13109.28,3.0,2.0,0.0,519,2,4,4,10,At Risk
Guest_249223,2023-02-23,1,18730.6,5.0,1.0,0.0,312,3,4,5,12,Lapsed
Guest_249231,2023-05-05,2,9650.66,1.5,0.0,0.0,241,4,5,3,12,Loyal
Guest_249234,2022-10-30,1,6029.89,1.0,3.0,0.0,428,2,4,2,8,At Risk
Guest_249242,2022-04-03,1,4521.16,1.0,4.0,0.0,638,1,4,2,7,At Risk
Guest_249244,2023-03-11,1,5963.9,1.0,1.0,0.0,296,3,4,2,9,Lapsed
Guest_249246,2023-07-19,1,3337.5,1.0,3.0,0.0,166,4,4,1,9,Loyal
Guest_249255,2022-05-14,1,9995.33,3.0,0.0,0.0,597,1,4,4,9,At Risk
Guest_249270,2023-12-09,1,7509.47,2.0,0.0,0.0,23,5,4,3,12,Loyal
Guest_249277,2022-11-13,1,17046.09,4.0,0.0,0.0,414,3,4,5,12,Lapsed
Guest_249285,2022-01-30,1,7388.84,2.0,0.0,0.0,701,1,4,3,8,At Risk
Guest_249291,2022-04-13,1,22297.03,6.0,0.0,0.0,628,1,4,5,10,At Risk
Guest_249292,2022-08-28,2,22628.609999999997,3.0,1.0,0.0,491,2,5,5,12,At Risk
Guest_249300,2023-01-23,1,3417.99,1.0,0.0,0.0,343,3,4,1,8,Lapsed
Guest_249305,2022-08-22,1,9436.12,3.0,1.0,0.0,497,2,4,3,9,At Risk
Guest_249306,2022-04-02,1,44898.19,7.0,1.0,0.0,639,1,4,5,10,At Risk
Guest_249312,2022-10-31,1,10103.39,3.0,1.0,0.5,427,2,4,4,10,At Risk
Guest_249341,2022-07-02,1,7169.93,2.0,0.0,0.0,548,2,4,3,9,At Risk
Guest_249343,2023-05-01,1,3607.37,1.0,0.0,0.0,245,4,4,1,9,Loyal
Guest_249344,2023-12-08,1,12454.98,3.0,1.0,0.0,24,5,4,4,13,VIP
Guest_249346,2023-04-23,2,17560.77,1.5,2.5,0.0,253,4,5,5,14,VIP
Guest_249354,2023-12-12,1,12007.56,3.0,3.0,0.0,20,5,4,4,13,VIP
Guest_249364,2022-07-07,1,25185.1,5.0,1.0,0.0,543,2,4,5,11,At Risk
Guest_249366,2022-10-30,2,15364.05,2.0,2.0,0.0,428,2,5,5,12,At Risk
Guest_249373,2022-06-19,1,16295.46,3.0,2.0,0.0,561,1,4,5,10,At Risk
Guest_249394,2022-09-19,1,14242.73,4.0,4.0,0.0,469,2,4,4,10,At Risk
Guest_249413,2022-09-16,1,14142.46,4.0,1.0,0.0,472,2,4,4,10,At Risk
Guest_249419,2022-04-08,1,4679.6,1.0,0.0,0.0,633,1,4,2,7,At Risk
Guest_249421,2023-04-19,2,7803.77,1.0,1.0,0.0,257,4,5,3,12,Loyal
Guest_249427,2023-05-29,1,6549.33,2.0,0.0,0.0,217,4,4,2,10,Loyal
Guest_249431,2023-09-24,1,8636.9,2.0,0.0,0.0,99,5,4,3,12,Loyal
Guest_249438,2023-10-02,1,3567.83,1.0,1.0,0.0,91,5,4,1,10,Loyal
Guest_249440,2023-04-05,1,13580.04,4.0,2.0,0.0,271,3,4,4,11,Lapsed
Guest_249442,2022-10-09,1,8670.52,2.0,2.0,0.0,449,2,4,3,9,At Risk
Guest_249461,2023-02-22,1,9287.78,3.0,2.0,0.0,313,3,4,3,10,Lapsed
Guest_249470,2023-12-25,2,11318.130000000001,1.5,1.0,0.3333333333333333,7,5,5,4,14,VIP
Guest_249476,2023-03-25,1,9369.67,2.0,4.0,0.0,282,3,4,3,10,Lapsed
Guest_249483,2022-10-09,1,4212.54,1.0,1.0,0.0,449,2,4,2,8,At Risk
Guest_249484,2023-03-02,1,9015.31,2.0,2.0,0.0,305,3,4,3,10,Lapsed
Guest_249487,2023-09-15,1,8435.17,2.0,0.0,0.0,108,5,4,3,12,Loyal
Guest_249500,2023-12-05,1,13963.67,4.0,2.0,0.0,27,5,4,4,13,VIP
Guest_249519,2022-09-17,1,17640.58,4.0,1.0,0.5,471,2,4,5,11,At Risk
Guest_249520,2023-07-11,1,14972.5,5.0,0.0,0.0,174,4,4,4,12,Loyal
Guest_249525,2022-02-20,1,3421.35,1.0,2.0,0.0,680,1,4,1,6,At Risk
Guest_249527,2022-07-29,1,7047.47,2.0,0.0,0.0,521,2,4,3,9,At Risk
Guest_249552,2022-07-16,1,17071.71,4.0,2.0,0.0,534,2,4,5,11,At Risk
Guest_249561,2023-07-18,1,3649.64,1.0,2.0,0.0,167,4,4,1,9,Loyal
Guest_249574,2023-05-28,2,23658.21,3.0,1.5,0.0,218,4,5,5,14,VIP
Guest_249583,2023-11-05,1,16544.42,5.0,0.0,0.0,57,5,4,5,14,VIP
Guest_249589,2022-09-01,1,4193.02,1.0,1.0,0.0,487,2,4,2,8,At Risk
Guest_249591,2022-11-01,1,5990.03,2.0,0.0,0.0,426,2,4,2,8,At Risk
Guest_249596,2023-10-28,1,3340.32,1.0,1.0,0.0,65,5,4,1,10,Loyal
Guest_249598,2023-05-26,2,20043.07,2.5,1.0,0.0,220,4,5,5,14,VIP
Guest_249612,2022-10-28,1,2961.54,1.0,1.0,0.0,430,2,4,1,7,At Risk
Guest_249613,2023-01-26,1,21693.52,7.0,2.0,0.0,340,3,4,5,12,Lapsed
Guest_249614,2022-05-12,1,16686.82,5.0,2.0,0.0,599,1,4,5,10,At Risk
Guest_249619,2022-06-30,1,3539.64,1.0,1.0,0.0,550,2,4,1,7,At Risk
Guest_249622,2023-02-07,1,3407.04,1.0,2.0,0.5,328,3,4,1,8,Lapsed
Guest_249629,2022-02-19,1,6987.84,2.0,0.0,0.0,681,1,4,3,8,At Risk
Guest_249635,2022-09-02,1,6275.36,1.0,1.0,0.0,486,2,4,2,8,At Risk
Guest_249638,2023-10-06,1,18769.5,4.0,3.0,0.0,87,5,4,5,14,VIP
Guest_249643,2022-03-29,1,17197.89,6.0,1.0,0.0,643,1,4,5,10,At Risk
Guest_249651,2023-03-19,1,17762.35,4.0,2.0,0.0,288,3,4,5,12,Lapsed
Guest_249652,2023-01-17,1,3740.9,1.0,0.0,0.0,349,3,4,1,8,Lapsed
Guest_249662,2023-04-28,1,9586.95,2.0,2.0,0.0,248,4,4,3,11,Loyal
Guest_249674,2022-04-14,1,3631.44,1.0,1.0,0.0,627,1,4,1,6,At Risk
Guest_249679,2022-12-13,1,16480.03,3.0,1.0,0.0,384,3,4,5,12,Lapsed
Guest_249680,2022-11-08,1,6299.78,2.0,1.0,0.0,419,3,4,2,9,Lapsed
Guest_249681,2023-12-04,1,6712.79,2.0,1.0,0.5,28,5,4,2,11,Loyal
Guest_249682,2023-04-08,2,26459.71,3.5,2.0,0.0,268,4,5,5,14,VIP
Guest_249684,2023-08-11,1,20909.84,5.0,3.0,0.0,143,4,4,5,13,VIP
Guest_249693,2023-08-26,1,8760.26,2.0,2.0,0.0,128,4,4,3,11,Loyal
Guest_249697,2023-04-12,1,7889.46,2.0,5.0,0.0,264,4,4,3,11,Loyal
Guest_249699,2023-08-11,1,12436.33,3.0,1.0,0.0,143,4,4,4,12,Loyal
Guest_249701,2022-09-26,1,6928.19,2.0,2.0,0.0,462,2,4,2,8,At Risk
Guest_249702,2023-09-30,1,8526.13,2.0,3.0,0.0,93,5,4,3,12,Loyal
Guest_249705,2023-01-20,1,3365.17,1.0,1.0,0.0,346,3,4,1,8,Lapsed
Guest_249711,2023-10-19,1,19853.57,5.0,0.0,0.0,74,5,5,5,15,VIP
Guest_249712,2023-08-04,1,3925.56,1.0,0.0,0.0,150,4,5,1,10,Loyal
Guest_249717,2022-10-04,1,15334.64,4.0,2.0,0.0,454,2,5,5,12,At Risk
Guest_249720,2022-11-30,1,10303.71,3.0,1.0,0.0,397,3,5,4,12,Lapsed
Guest_249726,2022-08-16,1,3978.64,1.0,1.0,0.0,503,2,5,1,8,At Risk
Guest_249735,2023-10-14,1,11666.68,2.0,0.0,0.0,79,5,5,4,14,VIP
Guest_249742,2023-08-09,1,3093.5,1.0,0.0,0.0,145,4,5,1,10,Loyal
Guest_249748,2023-11-03,2,10046.92,1.0,1.0,0.0,59,5,5,4,14,VIP
Guest_249752,2023-10-28,1,8746.95,2.0,0.0,0.0,65,5,5,3,13,VIP
Guest_249759,2023-04-30,1,13380.33,3.0,1.0,0.0,246,4,5,4,13,VIP
Guest_249762,2023-04-19,1,19292.28,5.0,0.0,0.0,257,4,5,5,14,VIP
Guest_249771,2022-01-18,1,9962.9,3.0,1.0,0.0,713,1,5,4,10,At Risk
Guest_249776,2023-05-04,1,8264.12,2.0,0.0,0.0,242,4,5,3,12,Loyal
Guest_249788,2023-09-09,2,6510.91,1.0,1.5,0.0,114,5,5,2,12,Loyal
Guest_249797,2023-01-04,1,5646.44,2.0,1.0,0.0,362,3,5,2,10,Lapsed
Guest_249798,2023-11-10,1,7720.85,2.0,1.0,0.0,52,5,5,3,13,VIP
Guest_249800,2022-12-27,2,27423.879999999997,3.5,4.0,0.0,370,3,5,5,13,VIP
Guest_249808,2022-10-30,1,12910.87,3.0,1.0,0.0,428,2,5,4,11,At Risk
Guest_249809,2022-02-26,1,12402.5,3.0,2.0,0.0,674,1,5,4,10,At Risk
Guest_249812,2022-10-15,1,28090.64,7.0,0.0,0.0,443,2,5,5,12,At Risk
Guest_249819,2023-03-19,1,8435.19,2.0,0.0,0.0,288,3,5,3,11,Lapsed
Guest_249821,2023-04-02,1,30871.28,6.0,0.0,0.0,274,3,5,5,13,VIP
Guest_249824,2022-10-14,1,3821.65,1.0,3.0,0.0,444,2,5,1,8,At Risk
Guest_249837,2022-09-15,1,10479.37,3.0,1.0,0.0,473,2,5,4,11,At Risk
Guest_249847,2022-02-02,1,6989.07,2.0,3.0,0.0,698,1,5,3,9,At Risk
Guest_249859,2023-03-29,1,25959.1,7.0,1.0,0.0,278,3,5,5,13,VIP
Guest_249867,2022-03-25,1,12022.21,3.0,0.0,0.0,647,1,5,4,10,At Risk
Guest_249873,2023-04-23,1,13917.93,3.0,2.0,0.0,253,4,5,4,13,VIP
Guest_249880,2022-10-27,1,3429.81,1.0,0.0,0.0,431,2,5,1,8,At Risk
Guest_249889,2023-01-02,1,17505.4,6.0,2.0,0.0,364,3,5,5,13,VIP
Guest_249890,2022-02-11,1,4542.84,1.0,0.0,0.0,689,1,5,2,8,At Risk
Guest_249897,2022-03-12,1,9384.05,2.0,4.0,0.0,660,1,5,3,9,At Risk
Guest_249919,2023-09-06,1,3330.87,1.0,1.0,0.6666666666666666,117,5,5,1,11,Loyal
Guest_249921,2022-08-12,2,32490.67,4.5,4.0,0.0,507,2,5,5,12,At Risk
Guest_249931,2023-10-11,1,10166.22,2.0,2.0,0.5,82,5,5,4,14,VIP
Guest_249937,2023-10-17,1,13367.96,4.0,1.0,0.0,76,5,5,4,14,VIP
Guest_249942,2022-12-10,1,8607.56,2.0,5.0,0.5,387,3,5,3,11,Lapsed
Guest_249947,2022-04-27,1,3365.99,1.0,0.0,0.0,614,1,5,1,7,At Risk
Guest_249951,2023-12-29,1,3888.23,1.0,0.0,0.0,3,5,5,1,11,Loyal
Guest_249953,2023-12-03,1,3753.25,1.0,2.0,0.0,29,5,5,1,11,Loyal
Guest_249966,2022-03-16,1,15372.99,4.0,4.0,0.0,656,1,5,5,11,At Risk
Guest_249969,2023-01-21,1,11979.72,2.0,0.0,0.0,345,3,5,4,12,Lapsed
Guest_249986,2022-10-02,1,8765.93,2.0,1.0,0.0,456,2,5,3,10,At Risk
Guest_249996,2023-06-19,1,12741.03,4.0,1.0,0.0,196,4,5,4,13,VIP
Guest_250004,2022-11-13,1,13039.89,3.0,1.0,0.0,414,3,5,4,12,Lapsed
Guest_250007,2022-11-27,1,27101.63,6.0,1.0,0.0,400,3,5,5,13,VIP
Guest_250015,2022-09-18,1,9209.09,2.0,2.0,0.0,470,2,5,3,10,At Risk
Guest_250020,2023-10-28,1,23813.61,7.0,0.0,0.0,65,5,5,5,15,VIP
Guest_250028,2022-11-01,1,24331.68,7.0,2.0,0.0,426,2,5,5,12,At Risk
Guest_250038,2023-10-19,1,3859.67,1.0,0.0,0.0,74,5,5,1,11,Loyal
Guest_250051,2023-04-11,1,20460.65,6.0,1.0,0.0,265,4,5,5,14,VIP
Guest_250063,2023-06-13,1,2852.4,1.0,4.0,0.0,202,4,5,1,10,Loyal
Guest_250070,2023-08-24,1,23595.11,7.0,3.0,0.0,130,4,5,5,14,VIP
Guest_250072,2023-07-26,1,11041.56,3.0,1.0,0.0,159,4,5,4,13,VIP
Guest_250074,2023-12-01,1,9039.72,2.0,1.0,0.0,31,5,5,3,13,VIP
Guest_250077,2023-08-18,1,4192.89,1.0,0.0,0.0,136,4,5,2,11,Loyal
Guest_250082,2023-07-28,1,3764.53,1.0,2.0,0.0,157,4,5,1,10,Loyal
Guest_250083,2023-09-01,1,10962.94,3.0,4.0,0.0,122,4,5,4,13,VIP
Guest_250089,2023-09-16,1,4736.77,1.0,0.0,0.0,107,5,5,2,12,Loyal
Guest_250100,2022-09-28,1,10041.9,3.0,4.0,0.0,460,2,5,4,11,At Risk
Guest_250121,2022-08-15,1,3584.26,1.0,0.0,0.0,504,2,5,1,8,At Risk
Guest_250129,2023-10-13,1,12058.54,3.0,1.0,0.0,80,5,5,4,14,VIP
Guest_250157,2022-02-16,1,6786.93,2.0,1.0,0.5,684,1,5,2,8,At Risk
Guest_250169,2023-10-04,1,6104.18,2.0,1.0,0.0,89,5,5,2,12,Loyal
Guest_250170,2022-12-02,1,3762.51,1.0,1.0,0.0,395,3,5,1,9,Lapsed
Guest_250185,2023-03-11,1,8146.52,2.0,0.0,0.0,296,3,5,3,11,Lapsed
Guest_250191,2022-09-24,1,30283.88,7.0,0.0,0.0,464,2,5,5,12,At Risk
Guest_250195,2022-12-24,1,7383.08,2.0,4.0,0.0,373,3,5,3,11,Lapsed
Guest_250198,2023-04-03,1,6820.69,2.0,2.0,0.0,273,3,5,2,10,Lapsed
Guest_250201,2023-06-23,1,3173.17,1.0,0.0,0.0,192,4,5,1,10,Loyal
Guest_250214,2022-01-15,1,17739.4,5.0,2.0,0.0,716,1,5,5,11,At Risk
Guest_250223,2022-10-12,1,3898.37,1.0,3.0,0.0,446,2,5,1,8,At Risk
Guest_250224,2023-11-07,1,4733.89,1.0,0.0,0.0,55,5,5,2,12,Loyal
Guest_250243,2022-03-10,1,3892.54,1.0,0.0,0.0,662,1,5,1,7,At Risk
Guest_250250,2023-12-24,1,3875.17,1.0,0.0,0.0,8,5,5,1,11,Loyal
Guest_250251,2022-03-28,1,15221.88,4.0,0.0,0.0,644,1,5,5,11,At Risk
Guest_250258,2022-06-01,1,6100.53,2.0,1.0,0.0,579,1,5,2,8,At Risk
Guest_250264,2023-06-09,1,7234.12,2.0,3.0,0.0,206,4,5,3,12,Loyal
Guest_250277,2023-08-20,1,7707.03,2.0,0.0,0.0,134,4,5,3,12,Loyal
Guest_250284,2022-01-30,1,4278.98,1.0,4.0,0.0,701,1,5,2,8,At Risk
Guest_250285,2023-11-13,1,3015.3,1.0,0.0,0.5,49,5,5,1,11,Loyal
Guest_250291,2023-10-14,1,3717.64,1.0,3.0,0.0,79,5,5,1,11,Loyal
Guest_250294,2023-11-17,1,11975.61,3.0,3.0,0.0,45,5,5,4,14,VIP
Guest_250297,2022-08-18,1,5935.73,2.0,0.0,0.0,501,2,5,2,9,At Risk
Guest_250308,2023-08-10,1,3893.57,1.0,1.0,0.0,144,4,5,1,10,Loyal
Guest_250317,2022-09-23,1,37095.24,5.0,1.0,0.0,465,2,5,5,12,At Risk
Guest_250323,2023-11-18,1,19521.11,4.0,0.0,0.0,44,5,5,5,15,VIP
Guest_250326,2022-11-18,1,4965.26,1.0,1.0,0.0,409,3,5,2,10,Lapsed
Guest_250328,2023-02-25,1,3974.62,1.0,2.0,0.0,310,3,5,1,9,Lapsed
Guest_250330,2023-10-26,1,9964.15,2.0,1.0,0.0,67,5,5,4,14,VIP
Guest_250332,2022-04-10,1,13257.01,3.0,0.0,0.0,631,1,5,4,10,At Risk
Guest_250339,2023-06-18,1,3060.02,1.0,0.0,0.0,197,4,5,1,10,Loyal
Guest_250341,2022-01-24,1,10156.27,3.0,2.0,0.0,707,1,5,4,10,At Risk
Guest_250357,2022-09-15,1,6540.22,2.0,2.0,0.0,473,2,5,2,9,At Risk
Guest_250362,2022-08-26,1,7996.58,2.0,0.0,0.0,493,2,5,3,10,At Risk
Guest_250368,2023-11-03,1,4229.93,1.0,2.0,0.0,59,5,5,2,12,Loyal
Guest_250372,2023-10-11,1,7508.79,2.0,4.0,0.0,82,5,5,3,13,VIP
Guest_250376,2023-03-08,1,2979.61,1.0,3.0,0.0,299,3,5,1,9,Lapsed
Guest_250382,2023-03-20,1,3172.55,1.0,1.0,0.0,287,3,5,1,9,Lapsed
Guest_250383,2023-07-18,1,9836.87,3.0,2.0,0.0,167,4,5,3,12,Loyal
Guest_250389,2023-02-03,1,4141.45,1.0,1.0,0.0,332,3,5,2,10,Lapsed
Guest_250390,2022-06-01,1,5799.92,2.0,1.0,0.0,579,1,5,2,8,At Risk
Guest_250391,2023-09-17,1,16645.84,4.0,0.0,0.0,106,5,5,5,15,VIP
Guest_250407,2023-07-06,2,18921.53,3.0,1.5,0.0,179,4,5,5,14,VIP
Guest_250409,2023-05-22,1,8339.22,3.0,0.0,0.0,224,4,5,3,12,Loyal
Guest_250415,2022-12-29,1,13520.67,3.0,5.0,0.0,368,3,5,4,12,Lapsed
Guest_250422,2022-12-29,1,2704.37,1.0,5.0,0.0,368,3,5,1,9,Lapsed
Guest_250428,2023-08-20,1,15155.35,4.0,1.0,0.0,134,4,5,4,13,VIP
Guest_250430,2023-08-24,1,3252.61,1.0,1.0,0.5,130,4,5,1,10,Loyal
Guest_250444,2023-06-08,1,2986.45,1.0,1.0,0.0,207,4,5,1,10,Loyal
Guest_250461,2023-04-26,1,5068.62,1.0,2.0,0.0,250,4,5,2,11,Loyal
Guest_250462,2023-09-24,1,11569.12,3.0,2.0,0.5,99,5,5,4,14,VIP
Guest_250464,2022-09-01,1,6284.95,2.0,0.0,0.0,487,2,5,2,9,At Risk
Guest_250466,2023-11-06,1,12204.46,3.0,1.0,0.0,56,5,5,4,14,VIP
Guest_250468,2023-02-06,1,4065.6,1.0,1.0,0.0,329,3,5,2,10,Lapsed
Guest_250472,2022-12-11,1,4145.77,1.0,0.0,0.0,386,3,5,2,10,Lapsed
Guest_250475,2022-04-19,1,14818.14,4.0,1.0,0.0,622,1,5,4,10,At Risk
Guest_250477,2023-01-10,1,3760.28,1.0,0.0,0.0,356,3,5,1,9,Lapsed
Guest_250480,2023-12-20,1,11159.57,2.0,0.0,0.0,12,5,5,4,14,VIP
Guest_250492,2022-01-26,1,3224.52,1.0,1.0,0.0,705,1,5,1,7,At Risk
Guest_250495,2023-08-13,1,13391.75,3.0,3.0,0.0,141,4,5,4,13,VIP
Guest_250497,2023-09-30,1,4143.0,1.0,2.0,0.0,93,5,5,2,12,Loyal
Guest_250498,2023-01-01,1,3160.91,1.0,3.0,0.0,365,3,5,1,9,Lapsed
Guest_250506,2023-05-21,1,7027.71,2.0,0.0,0.0,225,4,5,3,12,Loyal
Guest_250507,2022-08-11,1,10085.07,3.0,0.0,0.0,508,2,5,4,11,At Risk
Guest_250510,2023-04-19,1,3558.18,1.0,2.0,0.0,257,4,5,1,10,Loyal
Guest_250511,2023-04-06,1,9319.13,3.0,3.0,0.0,270,4,5,3,12,Loyal
Guest_250526,2023-12-11,1,8196.94,2.0,0.0,0.0,21,5,5,3,13,VIP
Guest_250531,2023-05-14,1,22653.93,4.0,4.0,0.0,232,4,5,5,14,VIP
Guest_250536,2022-03-24,1,5755.99,2.0,1.0,0.0,648,1,5,2,8,At Risk
Guest_250545,2022-09-17,2,8085.71,1.0,0.0,0.0,471,2,5,3,10,At Risk
Guest_250555,2023-07-10,1,10376.52,3.0,1.0,0.0,175,4,5,4,13,VIP
Guest_250570,2023-09-23,1,4558.64,1.0,1.0,0.0,100,5,5,2,12,Loyal
Guest_250583,2023-07-14,1,24992.96,6.0,3.0,0.0,171,4,5,5,14,VIP
Guest_250588,2023-04-15,2,10621.41,1.5,0.5,0.0,261,4,5,4,13,VIP
Guest_250597,2023-12-22,1,8960.6,2.0,3.0,0.0,10,5,5,3,13,VIP
Guest_250603,2023-01-08,1,12642.71,3.0,1.0,0.0,358,3,5,4,12,Lapsed
Guest_250612,2023-09-26,1,4267.36,1.0,3.0,0.0,97,5,5,2,12,Loyal
Guest_250620,2022-03-19,1,6649.37,2.0,0.0,0.5,653,1,5,2,8,At Risk
Guest_250621,2022-07-31,1,9963.12,2.0,1.0,0.0,519,2,5,4,11,At Risk
Guest_250625,2023-01-01,1,18980.92,5.0,0.0,0.0,365,3,5,5,13,VIP
Guest_250626,2022-09-26,2,9708.939999999999,1.5,0.0,0.0,462,2,5,3,10,At Risk
Guest_250628,2023-06-22,1,5930.0,2.0,1.0,0.0,193,4,5,2,11,Loyal
Guest_250636,2022-07-08,1,14303.02,3.0,1.0,0.0,542,2,5,4,11,At Risk
Guest_250646,2023-08-03,1,6811.37,2.0,1.0,0.0,151,4,5,2,11,Loyal
Guest_250649,2023-04-12,1,16153.27,4.0,3.0,0.0,264,4,5,5,14,VIP
Guest_250654,2023-03-03,1,10984.92,3.0,0.0,0.0,304,3,5,4,12,Lapsed
Guest_250658,2022-08-19,1,16215.81,4.0,2.0,0.0,500,2,5,5,12,At Risk
Guest_250660,2023-10-22,1,4073.54,1.0,1.0,0.0,71,5,5,2,12,Loyal
Guest_250664,2022-04-23,1,8317.9,2.0,1.0,0.0,618,1,5,3,9,At Risk
Guest_250665,2022-08-13,1,8246.22,2.0,3.0,0.0,506,2,5,3,10,At Risk
Guest_250673,2022-07-06,1,7843.79,2.0,1.0,0.0,544,2,5,3,10,At Risk
Guest_250684,2022-03-10,1,4028.74,1.0,2.0,0.0,662,1,5,2,8,At Risk
Guest_250690,2023-03-24,1,7490.58,2.0,2.0,0.0,283,3,5,3,11,Lapsed
Guest_250692,2022-06-05,1,3294.12,1.0,0.0,0.0,575,1,5,1,7,At Risk
Guest_250695,2022-04-03,1,11769.04,3.0,2.0,0.0,638,1,5,4,10,At Risk
Guest_250696,2022-03-24,1,13381.94,4.0,0.0,0.0,648,1,5,4,10,At Risk
Guest_250699,2022-01-12,1,17213.55,4.0,4.0,0.0,719,1,5,5,11,At Risk
Guest_250720,2022-10-04,1,13552.27,4.0,2.0,0.0,454,2,5,4,11,At Risk
Guest_250729,2023-10-05,1,3360.99,1.0,3.0,0.0,88,5,5,1,11,Loyal
Guest_250730,2023-05-29,1,11259.16,3.0,2.0,0.0,217,4,5,4,13,VIP
Guest_250734,2023-11-27,1,23672.96,7.0,0.0,0.0,35,5,5,5,15,VIP
Guest_250739,2023-04-09,1,5674.04,1.0,2.0,0.0,267,4,5,2,11,Loyal
Guest_250742,2023-12-09,1,14020.91,3.0,2.0,0.0,23,5,5,4,14,VIP
Guest_250748,2022-08-25,2,24368.690000000002,3.0,1.0,0.0,494,2,5,5,12,At Risk
Guest_250755,2022-06-30,1,6586.27,2.0,1.0,0.0,550,2,5,2,9,At Risk
Guest_250765,2022-01-31,1,3330.44,1.0,3.0,0.0,700,1,5,1,7,At Risk
Guest_250775,2022-10-05,1,14256.97,4.0,1.0,0.0,453,2,5,4,11,At Risk
